Order	Family	Genus	Species	Subspecies	Genus_Species	Sex	Sample size	Brain Volume (ml)	Method	Brain mass (g)	Body mass (g)	Specimen ID	Museum	Date (mm-dd-yyyy)	Locality	Coordinate	Age Class	Reference	Remark
Charadriiformes	Scolopacidae	Numenius	americanus		Numenius_americanus	f	1	4	Vol		586.5	PMA 85.14.18	Royal Alberta Museum				unknown	This study (Andrew Iwaniuk unpublished data)	
Charadriiformes	Scolopacidae	Numenius	americanus		Numenius_americanus	f	1	3.8	Vol		543.5	PMA 85.14.20	Royal Alberta Museum				unknown	This study (Andrew Iwaniuk unpublished data)	
Charadriiformes	Scolopacidae	Numenius	americanus		Numenius_americanus	f	1	3.8	Vol		519.2	PMA 85.14.21	Royal Alberta Museum				unknown	This study (Andrew Iwaniuk unpublished data)	
Charadriiformes	Scolopacidae	Numenius	americanus		Numenius_americanus	f	1	4	Vol		710.3	PMA 85.14.22	Royal Alberta Museum				unknown	This study (Andrew Iwaniuk unpublished data)	
Charadriiformes	Scolopacidae	Numenius	americanus		Numenius_americanus	f	1	4	Vol		628.2	PMA 85.14.23	Royal Alberta Museum				unknown	This study (Andrew Iwaniuk unpublished data)	
Charadriiformes	Scolopacidae	Numenius	americanus		Numenius_americanus	f	1	3.8	Vol		436.7	PMA 85.14.5	Royal Alberta Museum				unknown	This study (Andrew Iwaniuk unpublished data)	
Charadriiformes	Scolopacidae	Numenius	americanus		Numenius_americanus	f	1	3.4	Vol		531.5	PMA 98.1.2	Royal Alberta Museum				unknown	This study (Andrew Iwaniuk unpublished data)	
Charadriiformes	Scolopacidae	Numenius	americanus		Numenius_americanus	m	1	3.7	Vol		459.8	PMA 85.14.15	Royal Alberta Museum				unknown	This study (Andrew Iwaniuk unpublished data)	
Charadriiformes	Scolopacidae	Numenius	americanus		Numenius_americanus	m	1	3.8	Vol		464.7	PMA 85.14.16	Royal Alberta Museum				unknown	This study (Andrew Iwaniuk unpublished data)	
Charadriiformes	Scolopacidae	Numenius	americanus		Numenius_americanus	m	1	3.8	Vol		464.5	PMA 85.14.17	Royal Alberta Museum				unknown	This study (Andrew Iwaniuk unpublished data)	
Charadriiformes	Scolopacidae	Numenius	americanus		Numenius_americanus	m	1	3.7	Vol		436.7	PMA 85.14.4	Royal Alberta Museum				unknown	This study (Andrew Iwaniuk unpublished data)	
Charadriiformes	Scolopacidae	Numenius	arquata		Numenius_arquata	m	1		Mass	4.664	735.000	HoBR338250	House of Bird Research collection	9-1-2006			unknown	This study (Johannes Erritzøe House of Bird Research collection)	
Charadriiformes	Scolopacidae	Numenius	madagascariensis		Numenius_madagascariensis	f	1	4.6	Vol		690	ANWC23147	Australian National Wildlife Collection				unknown	This study (Andrew Iwaniuk unpublished data)	
Charadriiformes	Scolopacidae	Numenius	madagascariensis		Numenius_madagascariensis	f	1	4.9	Vol		720	MV B19062	Museum Victoria				unknown	This study (Andrew Iwaniuk unpublished data)	
Charadriiformes	Scolopacidae	Numenius	madagascariensis		Numenius_madagascariensis	f	1	4.6	Vol		800	MV B20012	Museum Victoria				unknown	This study (Andrew Iwaniuk unpublished data)	
Charadriiformes	Scolopacidae	Numenius	madagascariensis		Numenius_madagascariensis	m	1	4.3	Vol		650	MV B17907	Museum Victoria				unknown	This study (Andrew Iwaniuk unpublished data)	
Charadriiformes	Scolopacidae	Numenius	phaeopus		Numenius_phaeopus	f	1	3.2	Vol		489.5	USNM489567	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Charadriiformes	Scolopacidae	Numenius	phaeopus		Numenius_phaeopus	f	1	3.25	Vol		365.6	USNM489648	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Charadriiformes	Scolopacidae	Numenius	phaeopus		Numenius_phaeopus	f	1	3.15	Vol		366.9	USNM489735	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Charadriiformes	Scolopacidae	Numenius	phaeopus		Numenius_phaeopus	m	1	2.75	Vol		298	AMO60413	Australian Museum				unknown	This study (Andrew Iwaniuk unpublished data)	
Charadriiformes	Scolopacidae	Numenius	phaeopus		Numenius_phaeopus	m	1	3.2	Vol		498	USNM489566	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Charadriiformes	Scolopacidae	Numenius	phaeopus		Numenius_phaeopus	m	1	3.2	Vol		367.9	USNM489568	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Charadriiformes	Scolopacidae	Numenius	phaeopus		Numenius_phaeopus	m	1		Mass	3.020	383.000	HoBR Not registered	House of Bird Research collection				Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Charadriiformes	Scolopacidae	Phalaropus	fulicarius		Phalaropus_fulicarius	f	1	0.6	Vol		50.2	PMA 83.46.11	Royal Alberta Museum				unknown	This study (Andrew Iwaniuk unpublished data)	
Charadriiformes	Scolopacidae	Phalaropus	fulicarius		Phalaropus_fulicarius	f	1		Mass	0.534	35.860	HoBR365351	House of Bird Research collection	10-24-2004	Izembek NWR, Alaska	55.26N 162.75W	unknown	This study (Johannes Erritzøe House of Bird Research collection)	
Charadriiformes	Scolopacidae	Phalaropus	fulicarius		Phalaropus_fulicarius	m	1	0.51	Vol		48.6	PMA 83.46.10	Royal Alberta Museum				unknown	This study (Andrew Iwaniuk unpublished data)	
Charadriiformes	Scolopacidae	Phalaropus	fulicarius		Phalaropus_fulicarius	m	1		Mass	0.514	33.762	HoBR365550	House of Bird Research collection	10-12-2014	St. Paul Island, Alaska	57.15N 170.23W	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Charadriiformes	Scolopacidae	Phalaropus	lobatus		Phalaropus_lobatus	f	1	0.435	Vol		34.7	USNM489560	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Charadriiformes	Scolopacidae	Phalaropus	lobatus		Phalaropus_lobatus	f	1	0.415	Vol		40	USNM489563	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Charadriiformes	Scolopacidae	Phalaropus	lobatus		Phalaropus_lobatus	f	1	0.465	Vol		34	USNM489586	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Charadriiformes	Scolopacidae	Phalaropus	lobatus		Phalaropus_lobatus	m	1	0.44	Vol		38.1	USNM489564	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Charadriiformes	Scolopacidae	Phalaropus	lobatus		Phalaropus_lobatus	m	1	0.44	Vol		32.2	USNM489585	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Charadriiformes	Scolopacidae	Phalaropus	lobatus		Phalaropus_lobatus	m	1	0.43	Vol		32.9	USNM489708	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Charadriiformes	Scolopacidae	Philomachus	pugnax		Philomachus_pugnax	f	1	1.75	Vol		180	USNM557536	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Charadriiformes	Scolopacidae	Philomachus	pugnax		Philomachus_pugnax	m	1		Mass	1.613	131.524	HoBR286337	House of Bird Research collection	4-12-2009	Marathon Lake, Greece	38.09N 23.58E	unknown	This study (Johannes Erritzøe House of Bird Research collection)	
Charadriiformes	Scolopacidae	Scolopax	minor		Scolopax_minor	f	1	2.1	Vol		198.6	USNM502601	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Charadriiformes	Scolopacidae	Scolopax	minor		Scolopax_minor	f	1	2.28	Vol		207.5	USNM502728	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Charadriiformes	Scolopacidae	Scolopax	minor		Scolopax_minor	f	1		Mass	1.925	202.157	HoBR365290	House of Bird Research collection	11-3-2012	Cape May Point, New Jersey	38.94N 74.96W	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Charadriiformes	Scolopacidae	Scolopax	minor		Scolopax_minor	m	1	1.7	Vol		154.5	MV B14186	Museum Victoria				unknown	This study (Andrew Iwaniuk unpublished data)	
Charadriiformes	Scolopacidae	Scolopax	rusticola		Scolopax_rusticola	f	1		Mass	2.452	347.043	HoBR Not registered	House of Bird Research collection	11-xx-2001	Højer, DK	54.58N 08.40E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Charadriiformes	Scolopacidae	Scolopax	rusticola		Scolopax_rusticola	f	1		Mass	2.596	389.496	HoBR Not registered	House of Bird Research collection	11-10-2009	Bolderslev, DK	54.59N 09.17E	unknown	This study (Johannes Erritzøe House of Bird Research collection)	
Charadriiformes	Scolopacidae	Scolopax	rusticola		Scolopax_rusticola	f	1		Mass	2.269	365.907	HoBR Not registered	House of Bird Research collection	1-26-2014	Ødis Brandrup	55,23N 09.22E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Charadriiformes	Scolopacidae	Scolopax	rusticola		Scolopax_rusticola	f	1		Mass	2.411	376.324	HoBR Not registered	House of Bird Research collection	11-21-1999	Hellevad,    DK	55.05N 09.13E 	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Charadriiformes	Scolopacidae	Scolopax	rusticola		Scolopax_rusticola	f	1		Mass	2.541	228.453	HoBR Not registered	House of Bird Research collection	10-12-2005	Haderslev, DK	55.16N 09.30E	unknown	This study (Johannes Erritzøe House of Bird Research collection)	
Charadriiformes	Scolopacidae	Scolopax	rusticola		Scolopax_rusticola	f	1		Mass	2.321	337.070	HoBR Not registered	House of Bird Research collection	11-12-1995	Sommersted, DK	55.18N 09.20E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Charadriiformes	Scolopacidae	Scolopax	rusticola		Scolopax_rusticola	f	1		Mass	2.248	212.611	HoBR Not registered	House of Bird Research collection	1-15-2012	Ødis, DK, 	55.25N 09.23E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Charadriiformes	Scolopacidae	Scolopax	rusticola		Scolopax_rusticola	f	1		Mass	2.510	287.876	HoBR Not registered	House of Bird Research collection	3-27-2004	Hejls, DK	55.26N 09.37E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Charadriiformes	Scolopacidae	Scolopax	rusticola		Scolopax_rusticola	f	1		Mass	2.234	297.889	HoBR Not registered	House of Bird Research collection	10-31-1998	Vonsild DK	55.27N 09.29E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Charadriiformes	Scolopacidae	Scolopax	rusticola		Scolopax_rusticola	f	1		Mass	2.429	357.463	HoBR Not registered	House of Bird Research collection	10-23-2005	Sdr. Stenderup. DK	55.28N 09.37E	unknown	This study (Johannes Erritzøe House of Bird Research collection)	
Charadriiformes	Scolopacidae	Scolopax	rusticola		Scolopax_rusticola	f	1		Mass	2.262	310.386	HoBR Not registered	House of Bird Research collection	1-2-2009	Lunderskov, DK	55.29N 09.18E	unknown	This study (Johannes Erritzøe House of Bird Research collection)	
Charadriiformes	Scolopacidae	Scolopax	rusticola		Scolopax_rusticola	f	1		Mass	2.394	177.497	HoBR Not registered	House of Bird Research collection	1-22-2010	Kolding, DK	55.29N 09.28E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Charadriiformes	Scolopacidae	Scolopax	rusticola		Scolopax_rusticola	f	1		Mass	2.704	376.180	HoBR Not registered	House of Bird Research collection	11-19-1995	Kolding, DK	55.29N 09.28E 	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Charadriiformes	Scolopacidae	Scolopax	rusticola		Scolopax_rusticola	f	1		Mass	2.122	295.012	HoBR Not registered	House of Bird Research collection	4-5-2009	Amager, DK. 1	55.37N 12.36E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Charadriiformes	Scolopacidae	Scolopax	rusticola		Scolopax_rusticola	f	1		Mass	2.599	389.068	HoBR Not registered	House of Bird Research collection	12-9-2006	Sønder Omme, DK	55.50N 08.54E	unknown	This study (Johannes Erritzøe House of Bird Research collection)	
Charadriiformes	Scolopacidae	Scolopax	rusticola		Scolopax_rusticola	f	1		Mass	2.730	279.000	HoBR Not registered	House of Bird Research collection				Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Charadriiformes	Scolopacidae	Scolopax	rusticola		Scolopax_rusticola	f	1		Mass	2.170	302.500	HoBR Not registered	House of Bird Research collection				Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Charadriiformes	Scolopacidae	Scolopax	rusticola		Scolopax_rusticola	f	1		Mass	2.540	339.500	HoBR Not registered	House of Bird Research collection				Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Charadriiformes	Scolopacidae	Scolopax	rusticola		Scolopax_rusticola	f	1		Mass	3.170	341.500	HoBR Not registered	House of Bird Research collection				Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Charadriiformes	Scolopacidae	Scolopax	rusticola		Scolopax_rusticola	m	1		Mass	2.196	331.159	HoBR Not registered	House of Bird Research collection	2000	Padborg. DK	54.48N 09.20E 	unknown	This study (Johannes Erritzøe House of Bird Research collection)	
Charadriiformes	Scolopacidae	Scolopax	rusticola		Scolopax_rusticola	m	1		Mass	2.370	419.982	HoBR Not registered	House of Bird Research collection	11-25-2009	Nyborg, DK	55,19N 10.48E	unknown	This study (Johannes Erritzøe House of Bird Research collection)	
Charadriiformes	Scolopacidae	Scolopax	rusticola		Scolopax_rusticola	m	1		Mass	2.617	320.720	HoBR Not registered	House of Bird Research collection	11-2-2004	Toftlunf, DK	55.11N 09.04E 	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Charadriiformes	Scolopacidae	Scolopax	rusticola		Scolopax_rusticola	m	1		Mass	2.452	377.582	HoBR Not registered	House of Bird Research collection	12-10-2004	Hoptrup, DK	55.11N 09.27E	unknown	This study (Johannes Erritzøe House of Bird Research collection)	
Charadriiformes	Scolopacidae	Scolopax	rusticola		Scolopax_rusticola	m	1		Mass	2.570	327.200	HoBR Not registered	House of Bird Research collection	11-7-1992	Vojens, DK	55.15N 09.17E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Charadriiformes	Scolopacidae	Scolopax	rusticola		Scolopax_rusticola	m	1		Mass	2.135	325.251	HoBR Not registered	House of Bird Research collection	9-13-2000	Vojens, DK	55.15N 09.17E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Charadriiformes	Scolopacidae	Scolopax	rusticola		Scolopax_rusticola	m	1		Mass	2.312	290.898	HoBR Not registered	House of Bird Research collection	11-2-2008	Styding, DK	55.15N09.22E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Charadriiformes	Scolopacidae	Scolopax	rusticola		Scolopax_rusticola	m	1		Mass	2.446	370.189	HoBR Not registered	House of Bird Research collection	12-28-1998	Nyborg, DK	55.19N 10.48E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Charadriiformes	Scolopacidae	Scolopax	rusticola		Scolopax_rusticola	m	1		Mass	2.924	321.983	HoBR Not registered	House of Bird Research collection	11-17-2007	Rødding, DK	55.22N 09.04E	unknown	This study (Johannes Erritzøe House of Bird Research collection)	
